filename	scene_label	indoor	outdoor	transportation
1042.wav	transportation	0.3609032	0.1908911	0.4482057
1043.wav	outdoor	0.058018886	0.94106805	0.0009131298
1044.wav	transportation	0.101158954	0.27245963	0.62638146
1045.wav	transportation	0.055248052	0.025346031	0.91940594
1046.wav	transportation	0.0004355988	0.00073058635	0.9988338
1047.wav	indoor	0.48160902	0.18972899	0.32866207
1048.wav	transportation	0.11531967	0.12104799	0.7636322
1049.wav	transportation	0.082801454	0.0036580872	0.9135405
105.wav	indoor	0.83755076	0.1618108	0.0006384993
1050.wav	indoor	0.69974625	0.2990665	0.0011871314
1051.wav	indoor	0.48722863	0.47974187	0.03302939
1052.wav	transportation	0.0960107	0.015494007	0.8884953
1053.wav	indoor	0.6618696	0.30953902	0.028591385
1054.wav	outdoor	0.08663597	0.90816116	0.0052029155
1055.wav	outdoor	0.045360744	0.91755724	0.03708198
1056.wav	outdoor	0.21174717	0.6570237	0.13122903
1057.wav	indoor	0.80016005	0.19264314	0.007196846
1058.wav	indoor	0.61034834	0.34103945	0.048612315
1059.wav	indoor	0.5195897	0.47648764	0.003922721
106.wav	outdoor	0.13940933	0.6308472	0.22974351
1060.wav	outdoor	0.4150839	0.5803437	0.0045724283
1061.wav	transportation	0.039225753	0.021475112	0.9392992
1062.wav	indoor	0.49799562	0.45746645	0.044537894
1063.wav	outdoor	0.33020377	0.50185055	0.16794562
1064.wav	outdoor	0.09948813	0.888708	0.011803953
1065.wav	outdoor	0.08685121	0.90561265	0.0075359344
1066.wav	transportation	0.19280863	0.034139626	0.7730515
1067.wav	outdoor	0.34364945	0.45881614	0.19753443
1068.wav	outdoor	0.33493415	0.66076994	0.004295812
1069.wav	indoor	0.71252817	0.25484255	0.03262926
107.wav	indoor	0.6892515	0.30914295	0.0016055766
1070.wav	outdoor	0.043018315	0.9079005	0.04908114
1071.wav	indoor	0.6727909	0.326952	0.00025718793
1072.wav	outdoor	0.09643771	0.87804663	0.025515592
1073.wav	indoor	0.6356721	0.3568737	0.0074543217
1074.wav	transportation	0.14286993	0.039845448	0.8172847
1075.wav	transportation	0.0054057017	0.0030514342	0.99154264
1076.wav	transportation	0.03911715	0.012652859	0.94822997
1077.wav	transportation	0.052266072	0.0075152204	0.94021875
1078.wav	indoor	0.5617343	0.09889077	0.33937502
1079.wav	indoor	0.52600205	0.4693865	0.004611529
108.wav	outdoor	0.04975746	0.9366458	0.013596525
1080.wav	outdoor	0.22289602	0.7612036	0.015900359
1081.wav	indoor	0.42285928	0.37679657	0.20034404
1082.wav	outdoor	0.03238937	0.96309835	0.0045124297
1083.wav	outdoor	0.16654177	0.4282248	0.40523353
1084.wav	indoor	0.37972754	0.34232777	0.27794486
1085.wav	indoor	0.632112	0.3659118	0.0019761247
1086.wav	indoor	0.54060733	0.3136063	0.14578636
1087.wav	indoor	0.6650184	0.11567775	0.21930394
1088.wav	outdoor	0.38540247	0.46039557	0.15420213
1089.wav	transportation	0.19407062	0.09573944	0.71018994
109.wav	outdoor	0.1855743	0.79922986	0.01519576
1090.wav	outdoor	0.4675351	0.5235545	0.008910433
1091.wav	outdoor	0.27776593	0.49958605	0.222648
1092.wav	outdoor	0.23689404	0.75853634	0.00456957
1093.wav	indoor	0.82308626	0.17647606	0.00043756707
1094.wav	indoor	0.39398733	0.3345675	0.27144524
1095.wav	transportation	0.054448176	0.093676224	0.8518754
1096.wav	transportation	0.029654434	0.04542888	0.92491657
1097.wav	transportation	0.0817193	0.07183102	0.8464497
1098.wav	outdoor	0.06994405	0.8132776	0.11677847
1099.wav	outdoor	0.4287231	0.53942686	0.031850073
11.wav	outdoor	0.22784853	0.7674303	0.004721263
110.wav	outdoor	0.09662703	0.73549986	0.16787335
1100.wav	outdoor	0.10773648	0.8651086	0.027154973
1101.wav	transportation	0.031957958	0.03957314	0.9284688
1102.wav	transportation	0.03027274	0.032554727	0.9371726
1103.wav	indoor	0.7165491	0.20447469	0.078976184
1104.wav	outdoor	0.227562	0.7446565	0.02778158
1105.wav	outdoor	0.044932857	0.95121706	0.0038501373
1106.wav	indoor	0.8309293	0.16868785	0.0003829416
1107.wav	outdoor	0.29231736	0.43503293	0.27264968
1108.wav	indoor	0.5316048	0.4623863	0.0060088593
1109.wav	transportation	0.10980028	0.13458249	0.7556173
111.wav	outdoor	0.18441279	0.6597158	0.15587148
1110.wav	transportation	0.040391333	0.05213791	0.907471
1111.wav	outdoor	0.18777826	0.56978583	0.24243581
1112.wav	transportation	0.142895	0.18839352	0.6687115
1113.wav	transportation	0.35273817	0.27250797	0.37475383
1114.wav	transportation	0.11184273	0.14350522	0.74465203
1115.wav	outdoor	0.03361472	0.9659147	0.0004703376
1116.wav	outdoor	0.2010771	0.6922538	0.10666902
1117.wav	indoor	0.7209105	0.25845578	0.020633541
1118.wav	indoor	0.6275311	0.36991337	0.0025554807
1119.wav	transportation	0.2825197	0.16743961	0.55004066
112.wav	outdoor	0.018597787	0.97377604	0.007626024
1120.wav	transportation	0.0046297982	0.010066299	0.9853039
1121.wav	transportation	0.0010886171	0.0009626766	0.9979485
1122.wav	outdoor	0.44756427	0.52425826	0.028177524
1123.wav	indoor	0.58241946	0.17367305	0.24390736
1124.wav	outdoor	0.28813487	0.6913661	0.020498948
1125.wav	outdoor	0.063082345	0.9270498	0.009867718
1126.wav	outdoor	0.27108762	0.6847228	0.044189397
1127.wav	outdoor	0.0063291714	0.99301213	0.0006585372
1128.wav	indoor	0.5907961	0.40368336	0.0055203247
1129.wav	transportation	0.0045369994	0.007271757	0.988191
113.wav	transportation	0.035479687	0.0037894186	0.96073085
1130.wav	indoor	0.818164	0.17750664	0.0043294868
1131.wav	outdoor	0.0754834	0.83048904	0.09402762
1132.wav	outdoor	0.17276075	0.706307	0.120932065
1133.wav	indoor	0.7476087	0.23492298	0.017468289
1134.wav	transportation	0.029549513	0.011282064	0.95916855
1135.wav	outdoor	0.05274577	0.94645816	0.00079588697
1136.wav	transportation	0.23147002	0.29358822	0.47494182
1137.wav	indoor	0.618026	0.35217363	0.029800434
1138.wav	outdoor	0.03841845	0.95848256	0.0030990131
1139.wav	transportation	0.018643063	0.012026216	0.9693309
114.wav	outdoor	0.1261653	0.83426297	0.039571695
1140.wav	outdoor	0.014032945	0.9851686	0.0007984856
1141.wav	transportation	0.056409024	0.06495856	0.87863237
1142.wav	outdoor	0.19098118	0.7485904	0.06042832
1143.wav	indoor	0.76420313	0.15184796	0.083948985
1144.wav	transportation	0.056436546	0.02561833	0.917945
1145.wav	outdoor	0.2759158	0.7173466	0.0067376783
1146.wav	indoor	0.5100642	0.4878261	0.002109706
1147.wav	outdoor	0.12814489	0.74482435	0.12703067
1148.wav	transportation	0.0933428	0.021127302	0.8855299
1149.wav	outdoor	0.055578668	0.94171697	0.0027044774
115.wav	transportation	0.0145570915	0.059886802	0.9255562
1150.wav	outdoor	0.039439958	0.95960915	0.00095076655
1151.wav	outdoor	0.08230735	0.91299313	0.004699535
1152.wav	transportation	0.022455633	0.028499091	0.9490453
1153.wav	outdoor	0.06783698	0.9303538	0.0018092742
1154.wav	transportation	0.05918461	0.0016633954	0.93915194
1155.wav	outdoor	0.2508566	0.6058377	0.14330569
1156.wav	outdoor	0.019686256	0.979712	0.0006017493
1157.wav	outdoor	0.103314385	0.7220062	0.1746792
1158.wav	outdoor	0.09741655	0.89910346	0.0034799832
1159.wav	transportation	0.22821698	0.047626056	0.72415686
116.wav	indoor	0.78245306	0.21121845	0.006328377
1160.wav	outdoor	0.17317234	0.731382	0.09544577
1161.wav	indoor	0.58057773	0.408868	0.010554241
1162.wav	outdoor	0.006003031	0.9937215	0.00027527398
1163.wav	transportation	0.058884066	0.116115496	0.8250003
1164.wav	outdoor	0.013647567	0.9858381	0.0005144091
1165.wav	outdoor	0.03486521	0.9641532	0.0009816674
1166.wav	indoor	0.7988709	0.19103613	0.010093013
1167.wav	transportation	0.056404836	0.047171358	0.89642364
1168.wav	indoor	0.58377445	0.4126256	0.0035999394
1169.wav	indoor	0.5493114	0.4482943	0.0023942683
117.wav	indoor	0.65549904	0.3441948	0.0003062849
1170.wav	transportation	0.0022765696	0.0042972793	0.9934262
1171.wav	indoor	0.701527	0.23952492	0.05894811
1172.wav	outdoor	0.20348713	0.5293755	0.26713735
1173.wav	indoor	0.52426606	0.17200866	0.3037253
1174.wav	outdoor	0.24487683	0.7497304	0.0053928676
1175.wav	indoor	0.699931	0.23102646	0.069042586
1176.wav	outdoor	0.19740771	0.76386684	0.038725384
1177.wav	indoor	0.7888086	0.20187643	0.009315117
1178.wav	indoor	0.84287727	0.052307468	0.104815066
1179.wav	transportation	0.069025874	0.04539352	0.8855809
118.wav	outdoor	0.048281647	0.8883587	0.0633596
1180.wav	indoor	0.722445	0.2742072	0.0033479116
1181.wav	indoor	0.539948	0.4585897	0.001462406
1182.wav	indoor	0.41322333	0.35837242	0.22840431
1183.wav	outdoor	0.30112734	0.6970702	0.0018025603
1184.wav	indoor	0.60464317	0.39425218	0.0011046544
1185.wav	outdoor	0.0074542323	0.99169874	0.00084695796
1186.wav	indoor	0.5996541	0.39633816	0.0040075416
1187.wav	outdoor	0.15960373	0.65491647	0.18547969
1188.wav	indoor	0.70438814	0.064618945	0.23099291
1189.wav	transportation	0.32836166	0.22557561	0.44606274
119.wav	outdoor	0.02034898	0.97760993	0.0020412472
1190.wav	transportation	0.04625555	0.018363263	0.9353813
1191.wav	transportation	0.0044353465	0.012115663	0.983449
1192.wav	outdoor	0.040499087	0.95867217	0.00082889746
1193.wav	outdoor	0.07178436	0.9040128	0.024202663
1194.wav	indoor	0.7835965	0.14708768	0.069315895
1195.wav	transportation	0.3188695	0.22364624	0.4574842
1196.wav	indoor	0.6170279	0.3803789	0.0025931466
1197.wav	indoor	0.8347346	0.16068734	0.004578063
1198.wav	indoor	0.7006477	0.29367048	0.0056817653
1199.wav	outdoor	0.29896075	0.63614225	0.06489688
12.wav	indoor	0.71870404	0.27958733	0.0017086
120.wav	transportation	0.44931728	0.023823302	0.5268595
1200.wav	indoor	0.70845217	0.21933655	0.07221132
1201.wav	transportation	0.027529612	6.8798117e-06	0.9724634
1202.wav	outdoor	0.11767087	0.87598115	0.0063482085
1203.wav	indoor	0.8094779	0.1843689	0.006153131
1204.wav	indoor	0.57437694	0.3670222	0.058600772
1205.wav	indoor	0.54224837	0.42820692	0.029544521
1206.wav	transportation	0.20484321	0.16536738	0.62978923
1207.wav	outdoor	0.33525032	0.375045	0.28970468
1208.wav	outdoor	0.49562082	0.49857384	0.0058054035
1209.wav	outdoor	0.064014316	0.9302225	0.0057631666
121.wav	outdoor	0.097654626	0.89564407	0.006701161
1210.wav	outdoor	0.022918273	0.9729713	0.0041102986
1211.wav	indoor	0.72506523	0.20730107	0.067633584
1212.wav	outdoor	0.01088031	0.98900414	0.00011572725
1213.wav	outdoor	0.43644658	0.5469799	0.01657329
1214.wav	indoor	0.77757144	0.21945174	0.0029768557
1215.wav	outdoor	0.091217704	0.73786926	0.1709129
1216.wav	outdoor	0.06420724	0.9186125	0.017180342
1217.wav	outdoor	0.45751005	0.53039986	0.012090196
1218.wav	outdoor	0.01641449	0.9830537	0.0005320279
1219.wav	transportation	0.19749153	0.0109824175	0.791526
122.wav	indoor	0.6146403	0.27679473	0.10856495
1220.wav	transportation	0.16128227	0.0031667643	0.8355511
1221.wav	outdoor	0.04000792	0.95980537	0.00018664068
1222.wav	indoor	0.7514189	0.2445267	0.0040543475
1223.wav	indoor	0.4906722	0.44245124	0.06687656
1224.wav	outdoor	0.033626527	0.91496074	0.051412754
1225.wav	transportation	0.064208485	0.036807302	0.89898413
1226.wav	transportation	0.12734403	0.021557039	0.8510989
1227.wav	transportation	0.14388365	0.19266611	0.66345036
1228.wav	indoor	0.51486766	0.33712643	0.14800586
1229.wav	outdoor	0.37474382	0.619771	0.00548515
123.wav	outdoor	0.2950638	0.5208974	0.1840388
1230.wav	indoor	0.6670147	0.32785997	0.0051250337
1231.wav	outdoor	0.11723544	0.8818504	0.00091414136
1232.wav	transportation	0.07658178	0.14579521	0.7776228
1233.wav	outdoor	0.19273402	0.7973504	0.009915687
1234.wav	transportation	0.052773952	0.03068907	0.9165369
1235.wav	outdoor	0.04971476	0.9439696	0.0063156374
1236.wav	indoor	0.51076794	0.3401987	0.1490334
1237.wav	outdoor	0.13364916	0.86489564	0.001455244
1238.wav	transportation	0.12608907	0.019213354	0.8546977
1239.wav	outdoor	0.45656115	0.5338024	0.009636333
124.wav	indoor	0.7033206	0.25833827	0.03834112
1240.wav	indoor	0.51017046	0.46416593	0.025663579
1241.wav	indoor	0.8090228	0.18577065	0.0052065635
1242.wav	indoor	0.63984907	0.27884242	0.08130853
1243.wav	outdoor	0.07877506	0.9189847	0.0022402136
1244.wav	indoor	0.6208198	0.3679815	0.011198847
1245.wav	transportation	0.05583595	0.00816601	0.9359981
1246.wav	outdoor	0.07594277	0.89132464	0.03273271
1247.wav	indoor	0.5248327	0.3225897	0.1525775
1248.wav	outdoor	0.36888748	0.5966908	0.034421697
1249.wav	outdoor	0.052512366	0.91913	0.028357405
125.wav	transportation	0.115009665	0.018167589	0.8668226
1250.wav	transportation	0.18681398	0.17472538	0.6384606
1251.wav	outdoor	0.051998347	0.9453594	0.0026422138
1252.wav	outdoor	0.034808654	0.92954636	0.035645008
1253.wav	transportation	0.0023477138	0.003063548	0.9945885
1254.wav	transportation	0.03244727	0.00023158679	0.9673211
1255.wav	indoor	0.5131971	0.48226398	0.0045388117
1256.wav	indoor	0.85894644	0.13064387	0.010409875
1257.wav	indoor	0.7147247	0.23239133	0.052883904
1258.wav	indoor	0.59751844	0.24514051	0.15734105
1259.wav	transportation	0.091242835	0.020789307	0.88796777
126.wav	outdoor	0.15651281	0.4617444	0.38174292
1260.wav	indoor	0.4834164	0.4772934	0.03929016
1261.wav	transportation	0.20033428	0.22113812	0.57852757
1262.wav	outdoor	0.32755715	0.6681949	0.0042479346
1263.wav	indoor	0.46927366	0.1615348	0.36919177
1264.wav	indoor	0.76906747	0.22282588	0.0081066135
1265.wav	transportation	0.030148199	0.0049053794	0.96494645
1266.wav	outdoor	0.017369498	0.98185265	0.00077760674
1267.wav	transportation	0.24144356	0.06839974	0.69015676
1268.wav	transportation	0.115350604	0.00996152	0.87468797
1269.wav	transportation	0.23824736	0.09441326	0.6673392
127.wav	transportation	0.13568914	0.023337325	0.8409737
1270.wav	indoor	0.56213164	0.43014592	0.0077224476
1271.wav	outdoor	0.32478604	0.6550704	0.02014355
1272.wav	outdoor	0.021509629	0.9777589	0.00073143374
1273.wav	outdoor	0.29524317	0.6003561	0.10440055
1274.wav	outdoor	0.08710697	0.91084564	0.002047454
1275.wav	outdoor	0.16235195	0.4826106	0.3550375
1276.wav	outdoor	0.2537623	0.74468577	0.0015519381
1277.wav	indoor	0.6340548	0.36533257	0.0006125427
1278.wav	outdoor	0.24159639	0.4207664	0.33763725
1279.wav	outdoor	0.005660078	0.99316835	0.001171441
128.wav	indoor	0.637789	0.34372184	0.018489236
1280.wav	outdoor	0.335847	0.6002841	0.06386898
1281.wav	outdoor	0.1399104	0.8479603	0.012129403
1282.wav	outdoor	0.18082435	0.74755394	0.0716218
1283.wav	indoor	0.47104102	0.16441108	0.36454794
1284.wav	indoor	0.55799377	0.44136363	0.0006427446
1285.wav	outdoor	0.2229363	0.5318607	0.24520314
1286.wav	outdoor	0.27292162	0.70580024	0.021277897
1287.wav	indoor	0.5364467	0.40348244	0.060071073
1288.wav	transportation	0.23655431	0.061467014	0.7019787
1289.wav	transportation	0.21155703	0.016746324	0.7716968
129.wav	transportation	0.056486994	0.18674824	0.75676477
1290.wav	indoor	0.4480309	0.41450477	0.13746423
1291.wav	transportation	0.13148913	0.031360198	0.8371507
1292.wav	transportation	0.05539785	0.0113114985	0.9332906
1293.wav	transportation	0.08769478	0.18180618	0.7304989
1294.wav	indoor	0.6289185	0.18145952	0.18962198
1295.wav	indoor	0.5831696	0.12858814	0.28824237
1296.wav	indoor	0.7218006	0.22058208	0.057617314
1297.wav	outdoor	0.037877224	0.9523209	0.009802033
1298.wav	outdoor	0.2485117	0.7075195	0.0439688
1299.wav	outdoor	0.3952312	0.5455524	0.059216432
13.wav	outdoor	0.00041440938	0.9994877	9.811406e-05
130.wav	indoor	0.7759829	0.16200104	0.062016137
1300.wav	outdoor	0.07965892	0.75888026	0.16146073
1301.wav	indoor	0.8215656	0.107469216	0.070965216
1302.wav	outdoor	0.2407523	0.75618374	0.0030638422
1303.wav	outdoor	0.059327863	0.9398874	0.0007846334
1304.wav	transportation	0.2638527	0.057206027	0.67894137
1305.wav	indoor	0.76585174	0.23137538	0.0027728449
1306.wav	indoor	0.5328689	0.45702925	0.010101921
1307.wav	transportation	0.019547949	0.009044441	0.97140753
1308.wav	transportation	0.0155212255	0.025267612	0.95921135
1309.wav	transportation	0.0036596425	0.0015268269	0.99481356
131.wav	indoor	0.7614329	0.23827899	0.0002881563
1310.wav	outdoor	0.15346487	0.7856382	0.060896855
1311.wav	transportation	0.4420437	0.044860654	0.51309574
1312.wav	indoor	0.54535854	0.4331991	0.021442402
1313.wav	transportation	0.14999881	0.07466649	0.7753346
1314.wav	outdoor	0.023846554	0.9757496	0.00040388378
1315.wav	outdoor	0.008292986	0.9891704	0.002536672
1316.wav	indoor	0.7232085	0.2723128	0.0044786455
1317.wav	transportation	0.019570839	0.01064977	0.9697796
1318.wav	transportation	0.08219298	0.09907849	0.81872845
1319.wav	outdoor	0.03420683	0.96517885	0.0006139829
132.wav	indoor	0.58549285	0.38895923	0.02554797
1320.wav	outdoor	0.013983418	0.9826754	0.0033411651
1321.wav	outdoor	0.059608817	0.93856394	0.0018272551
1322.wav	indoor	0.65461844	0.2852428	0.060138803
1323.wav	outdoor	0.15615997	0.81356496	0.03027519
1324.wav	transportation	0.21196838	0.113602266	0.67442954
1325.wav	indoor	0.7569403	0.24007139	0.0029879664
1326.wav	outdoor	0.12722495	0.8660822	0.0066930456
1327.wav	indoor	0.49105176	0.40549845	0.10344986
1328.wav	transportation	0.17330822	0.056609623	0.77008206
1329.wav	indoor	0.57946074	0.4153723	0.0051668766
133.wav	transportation	0.09255389	0.02672113	0.8807248
1330.wav	indoor	0.8191799	0.18044099	0.00037909456
1331.wav	transportation	0.14762233	0.038116846	0.81426084
1332.wav	transportation	0.002244938	0.0019771492	0.99577796
1333.wav	indoor	0.567433	0.11512421	0.31744283
1334.wav	transportation	0.16474804	0.1365802	0.6986718
1335.wav	transportation	0.092436835	0.008621322	0.8989418
1336.wav	transportation	0.08722003	0.3671708	0.5456093
1337.wav	transportation	0.1446568	0.016350035	0.8389931
1338.wav	transportation	0.11416391	0.011675426	0.87416065
1339.wav	transportation	0.07549341	0.02865924	0.89584744
134.wav	outdoor	0.09628299	0.7709763	0.13274083
1340.wav	transportation	0.24355778	0.059730418	0.6967118
1341.wav	indoor	0.62801373	0.3649984	0.006987876
1342.wav	indoor	0.5199779	0.25350565	0.2265164
1343.wav	outdoor	0.012423309	0.9866067	0.0009699976
1344.wav	transportation	0.09307511	0.004330759	0.9025942
1345.wav	transportation	0.012998687	0.0074085444	0.9795927
1346.wav	outdoor	0.17428467	0.813227	0.012488228
1347.wav	indoor	0.76918375	0.21149544	0.01932093
1348.wav	indoor	0.6180097	0.37828392	0.0037065349
1349.wav	transportation	0.10152873	0.05203533	0.8464359
135.wav	transportation	0.38802665	0.20325804	0.40871525
1350.wav	outdoor	0.06985057	0.9240338	0.006115513
1351.wav	transportation	0.041359317	0.26314226	0.69549847
1352.wav	outdoor	0.09373055	0.86386937	0.042400014
1353.wav	outdoor	0.28582394	0.7012396	0.012936334
1354.wav	indoor	0.7793188	0.20014942	0.020531643
1355.wav	transportation	0.09626525	0.026131744	0.87760276
1356.wav	indoor	0.5727633	0.33474237	0.092494115
1357.wav	indoor	0.5268363	0.47094172	0.0022221531
1358.wav	indoor	0.75578964	0.24137327	0.002837113
1359.wav	outdoor	0.089734256	0.9081829	0.0020826936
136.wav	indoor	0.73878205	0.23090485	0.030312901
1360.wav	outdoor	0.17273046	0.55017626	0.27709323
1361.wav	indoor	0.6016165	0.39063781	0.0077454383
1362.wav	outdoor	0.027615314	0.9672793	0.0051053176
1363.wav	outdoor	0.154026	0.4799563	0.36601755
1364.wav	indoor	0.46071115	0.1223198	0.41696906
1365.wav	outdoor	0.020167792	0.9642146	0.015617604
1366.wav	indoor	0.6619296	0.30649936	0.031571053
1367.wav	outdoor	0.04261684	0.9442135	0.01316952
1368.wav	transportation	0.220764	0.07978818	0.69944793
1369.wav	transportation	0.41149315	0.09719229	0.4913144
137.wav	outdoor	0.06616007	0.9292161	0.0046237926
1370.wav	outdoor	0.08880758	0.80466616	0.10652639
1371.wav	transportation	0.15329356	0.0019325711	0.84477407
1372.wav	transportation	2.7477167e-06	2.4875431e-05	0.99997234
1373.wav	outdoor	0.13704848	0.81440365	0.048547756
1374.wav	transportation	1.899146e-05	0.00012101955	0.99986017
1375.wav	indoor	0.71995753	0.087357454	0.19268504
1376.wav	indoor	0.6019331	0.39448202	0.00358482
1377.wav	outdoor	0.40676957	0.5677427	0.0254878
1378.wav	transportation	0.09881209	0.11298487	0.78820306
1379.wav	outdoor	0.39004934	0.51253486	0.09741583
138.wav	outdoor	0.12322775	0.8507164	0.026055777
1380.wav	indoor	0.50193864	0.37050134	0.12755986
1381.wav	transportation	0.035226814	0.0020183707	0.96275485
1382.wav	indoor	0.6886096	0.10952681	0.20186341
1383.wav	outdoor	0.14428037	0.85521936	0.0005001956
1384.wav	transportation	0.36565343	0.20606999	0.42827654
1385.wav	outdoor	0.36115885	0.47162193	0.16721925
1386.wav	transportation	0.37564436	0.09749714	0.52685845
1387.wav	indoor	0.8583064	0.09865583	0.04303764
1388.wav	indoor	0.6651273	0.32837424	0.0064986264
1389.wav	outdoor	0.1493006	0.82363355	0.027065814
139.wav	outdoor	0.38879293	0.5918442	0.019362804
1390.wav	outdoor	0.023357123	0.9754769	0.001165769
1391.wav	indoor	0.6434163	0.062582	0.2940018
1392.wav	outdoor	0.31489727	0.4030974	0.28200534
1393.wav	indoor	0.4926291	0.4888205	0.018550452
1394.wav	outdoor	0.09065513	0.9053744	0.003970248
1395.wav	transportation	0.011937083	0.004694182	0.9833686
1396.wav	indoor	0.7092751	0.2877665	0.0029584079
1397.wav	indoor	0.6775181	0.3220738	0.00040794257
1398.wav	transportation	0.35596913	0.16778329	0.47624755
1399.wav	outdoor	0.008674924	0.9893624	0.0019628105
14.wav	transportation	0.26284268	0.2589473	0.47821003
140.wav	indoor	0.9297271	0.0037969532	0.06647597
1400.wav	outdoor	0.28145504	0.66739243	0.05115257
1401.wav	outdoor	0.115194656	0.8383869	0.046418592
1402.wav	indoor	0.59380835	0.398209	0.007982703
1403.wav	transportation	0.084835574	0.06293766	0.8522269
1404.wav	indoor	0.650548	0.12112391	0.22832808
1405.wav	transportation	0.009452322	0.020866137	0.96968144
1406.wav	indoor	0.82752687	0.1522936	0.020179566
1407.wav	transportation	0.0026805862	0.0021108435	0.99520844
1408.wav	outdoor	0.27221653	0.6360601	0.09172344
1409.wav	transportation	0.105958045	0.00047207111	0.89356965
141.wav	indoor	0.74686515	0.25280717	0.00032771047
1410.wav	indoor	0.6404149	0.35432717	0.0052578696
1411.wav	transportation	0.058161724	0.0057314923	0.9361068
1412.wav	transportation	0.22364159	0.111068726	0.6652897
1413.wav	outdoor	0.30657712	0.45707273	0.23635018
1414.wav	indoor	0.5776994	0.41296753	0.009333105
1415.wav	transportation	0.0053398656	0.0057702605	0.98889
1416.wav	outdoor	0.3824175	0.5498505	0.067732014
1417.wav	transportation	0.19613983	0.26122588	0.54263437
1418.wav	transportation	0.10570435	0.009899449	0.8843962
1419.wav	indoor	0.55473447	0.44209114	0.0031744211
142.wav	transportation	3.3068638e-05	0.0007113415	0.9992558
1420.wav	indoor	0.554206	0.3892841	0.056509864
1421.wav	indoor	0.94274473	0.05294308	0.004312108
1422.wav	indoor	0.56602156	0.41624624	0.017732294
1423.wav	outdoor	0.02553541	0.93829477	0.036169786
1424.wav	indoor	0.59729594	0.40157753	0.0011265967
1425.wav	transportation	0.050314207	0.35196847	0.59771705
1426.wav	indoor	0.7071568	0.2831599	0.009683268
1427.wav	outdoor	0.040782977	0.9396135	0.019603394
1428.wav	transportation	0.1515777	0.22376592	0.62465626
1429.wav	outdoor	0.02731971	0.9720726	0.0006079225
143.wav	transportation	0.47195	0.04167213	0.48637787
1430.wav	outdoor	0.41017303	0.5513481	0.038478862
1431.wav	outdoor	0.06209158	0.7644107	0.17349772
1432.wav	transportation	0.00018594295	0.00074376946	0.99907035
1433.wav	indoor	0.6645144	0.19319026	0.14229515
1434.wav	transportation	0.00012936213	0.0003393053	0.9995314
1435.wav	transportation	0.0015778166	0.0061097117	0.9923123
1436.wav	outdoor	0.006131488	0.9883169	0.0055513983
