filename	scene_label	indoor	outdoor	transportation
1055.wav	outdoor	0.009648937	0.98115957	0.009191521
1056.wav	outdoor	0.23313117	0.6553143	0.11155441
1057.wav	indoor	0.7913192	0.17758188	0.031098912
1058.wav	indoor	0.55918896	0.36434466	0.076466285
1059.wav	indoor	0.5339691	0.4566142	0.009416583
106.wav	outdoor	0.044859655	0.753302	0.20183857
1060.wav	outdoor	0.49521917	0.5005616	0.004219179
1061.wav	transportation	0.02705217	0.019628106	0.9533197
1062.wav	outdoor	0.33981618	0.55054104	0.10964282
1063.wav	outdoor	0.21013129	0.55892366	0.23094507
1064.wav	outdoor	0.063895814	0.9274867	0.0086175185
1065.wav	outdoor	0.08329426	0.90577775	0.010928145
1066.wav	transportation	0.16195706	0.028034229	0.8100087
1067.wav	outdoor	0.23254213	0.5724809	0.194977
1068.wav	outdoor	0.30155775	0.69517696	0.0032652314
1069.wav	indoor	0.60525453	0.3244818	0.070263855
107.wav	indoor	0.76266026	0.23520179	0.0021376705
1070.wav	outdoor	0.012482284	0.9288524	0.058665372
1071.wav	indoor	0.8310199	0.16860622	0.00037398335
1072.wav	outdoor	0.08855347	0.88702554	0.024420964
1073.wav	indoor	0.63522685	0.34468457	0.02008843
1074.wav	transportation	0.06771532	0.057605684	0.8746788
1075.wav	transportation	0.0018535415	0.0005127409	0.9976338
1076.wav	transportation	0.027339488	0.008941369	0.963719
1077.wav	transportation	0.054696687	0.0044022896	0.940901
1078.wav	indoor	0.52594566	0.15215516	0.3218992
1079.wav	indoor	0.50429475	0.49109206	0.0046131513
108.wav	outdoor	0.021779057	0.97266406	0.005557003
1080.wav	outdoor	0.18310207	0.7661419	0.050755937
1081.wav	outdoor	0.3011456	0.45340696	0.24544737
1082.wav	outdoor	0.0068744496	0.9923215	0.0008042234
1083.wav	outdoor	0.058631152	0.48629397	0.45507494
1084.wav	transportation	0.35094067	0.25280082	0.39625865
1085.wav	indoor	0.6471969	0.3482513	0.004551715
1086.wav	indoor	0.40399557	0.32090223	0.2751023
1087.wav	indoor	0.59927094	0.10853566	0.2921933
1088.wav	outdoor	0.35471323	0.46687323	0.17841367
1089.wav	transportation	0.12682724	0.076937504	0.7962352
109.wav	outdoor	0.13725576	0.8352703	0.027474055
1090.wav	outdoor	0.3803306	0.5959549	0.02371446
1091.wav	outdoor	0.17919275	0.6101426	0.21066482
1092.wav	outdoor	0.3630144	0.6335379	0.0034477978
1093.wav	indoor	0.8949129	0.10494468	0.00014243126
1094.wav	outdoor	0.3092523	0.37910944	0.3116383
1095.wav	transportation	0.04130416	0.16250655	0.7961893
1096.wav	transportation	0.02330624	0.04143519	0.9352585
1097.wav	transportation	0.061153878	0.0601309	0.8787152
1098.wav	outdoor	0.031821832	0.8038925	0.16428569
1099.wav	indoor	0.6134607	0.33249786	0.054041572
11.wav	outdoor	0.37162834	0.6239168	0.004454636
110.wav	outdoor	0.06596227	0.72852236	0.20551527
1100.wav	outdoor	0.077431336	0.882084	0.040484622
1101.wav	transportation	0.010338891	0.028840046	0.960821
1102.wav	transportation	0.042714324	0.045177013	0.9121086
1103.wav	indoor	0.6902219	0.2294803	0.08029789
1104.wav	outdoor	0.29063278	0.6664809	0.04288624
1105.wav	outdoor	0.061631523	0.89822453	0.040143937
1106.wav	indoor	0.89262116	0.10724254	0.00013625939
1107.wav	outdoor	0.19158745	0.45514646	0.35326597
1108.wav	indoor	0.51275826	0.47800797	0.009233855
1109.wav	transportation	0.071611546	0.08954087	0.83884764
111.wav	outdoor	0.17443043	0.6059216	0.21964796
1110.wav	transportation	0.03854975	0.06353517	0.8979152
1111.wav	outdoor	0.15282854	0.55641085	0.29076073
1112.wav	transportation	0.035003293	0.050943233	0.91405326
1113.wav	transportation	0.2632271	0.22038856	0.5163844
1114.wav	transportation	0.09224747	0.19152917	0.7162235
1115.wav	outdoor	0.035535596	0.964141	0.0003234721
1116.wav	outdoor	0.1318569	0.6792491	0.18889397
1117.wav	indoor	0.6554775	0.30468082	0.039841782
1118.wav	indoor	0.6344597	0.36228096	0.0032591862
1119.wav	transportation	0.32936293	0.15249147	0.51814556
112.wav	outdoor	0.010755875	0.97601044	0.013233748
1120.wav	transportation	0.0012077189	0.003287245	0.995505
1121.wav	transportation	0.0009130871	0.0043636626	0.9947232
1122.wav	outdoor	0.42684397	0.44863948	0.12451649
1123.wav	indoor	0.5642266	0.11811928	0.31765404
1124.wav	outdoor	0.3687867	0.60184205	0.02937127
1125.wav	outdoor	0.040191244	0.9536691	0.0061398474
1126.wav	outdoor	0.11530308	0.8472441	0.03745312
1127.wav	outdoor	0.0006167795	0.99933255	5.083728e-05
1128.wav	indoor	0.61463267	0.3791838	0.00618356
1129.wav	transportation	0.0010931757	0.0026612515	0.9962455
113.wav	transportation	0.029861247	0.0043103495	0.9658286
1130.wav	indoor	0.7514336	0.23192978	0.016636468
1131.wav	outdoor	0.03328436	0.8470958	0.11961983
1132.wav	outdoor	0.17821626	0.74190557	0.079878286
1133.wav	indoor	0.7845768	0.20021239	0.015210795
1134.wav	transportation	0.013140164	0.008038716	0.978821
1135.wav	outdoor	0.048667386	0.9507661	0.0005666462
1136.wav	transportation	0.09662835	0.3460717	0.55730003
1137.wav	indoor	0.67644805	0.28613815	0.03741393
1138.wav	outdoor	0.018038904	0.9801074	0.001853917
1139.wav	transportation	0.007760808	0.0039098845	0.9883293
114.wav	outdoor	0.15445173	0.81637776	0.029170567
1140.wav	outdoor	0.013409282	0.9856237	0.0009669424
1141.wav	transportation	0.07832451	0.121511415	0.8001642
1142.wav	outdoor	0.14921314	0.7374021	0.11338459
1143.wav	indoor	0.79484653	0.051901437	0.15325193
1144.wav	transportation	0.020970464	0.0056864237	0.9733431
1145.wav	outdoor	0.30813152	0.6811243	0.010744122
1146.wav	outdoor	0.47832966	0.5198806	0.0017897343
1147.wav	outdoor	0.09030281	0.72728884	0.18240823
1148.wav	transportation	0.060475808	0.009887536	0.92963684
1149.wav	outdoor	0.05724261	0.9384087	0.004348873
115.wav	transportation	0.044539142	0.021946546	0.93351424
1150.wav	outdoor	0.086701825	0.9119107	0.0013874883
1151.wav	outdoor	0.15189557	0.8369773	0.011127149
1152.wav	transportation	0.011113256	0.009884659	0.97900236
1153.wav	outdoor	0.04168231	0.95702153	0.0012959857
1154.wav	transportation	0.018781107	0.0011506394	0.9800682
1155.wav	outdoor	0.355026	0.35669798	0.28827584
1156.wav	outdoor	0.026087802	0.9733327	0.0005796342
1157.wav	outdoor	0.049861748	0.8640379	0.08610042
1158.wav	outdoor	0.06356689	0.9334567	0.0029766369
1159.wav	transportation	0.14929025	0.060010217	0.79069966
116.wav	indoor	0.9021056	0.0953464	0.0025480243
1160.wav	outdoor	0.0848536	0.7668159	0.1483304
1161.wav	indoor	0.50778264	0.4721141	0.020103347
1162.wav	outdoor	0.0006349973	0.9993558	9.002244e-06
1163.wav	transportation	0.018113906	0.081003934	0.90088224
1164.wav	outdoor	0.00794817	0.99195415	9.8106124e-05
1165.wav	outdoor	0.03507798	0.964246	0.00067596475
1166.wav	indoor	0.7870725	0.19595337	0.016974013
1167.wav	transportation	0.038095597	0.01955301	0.9423512
1168.wav	indoor	0.5599171	0.43662038	0.0034624278
1169.wav	indoor	0.5963112	0.4021175	0.001571404
117.wav	indoor	0.80949247	0.19027825	0.00022929085
1170.wav	transportation	0.00056231284	0.0015679033	0.99786997
1171.wav	indoor	0.79982495	0.16856222	0.031612813
1172.wav	outdoor	0.21926597	0.55493504	0.22579888
1173.wav	indoor	0.641744	0.16869609	0.18955989
1174.wav	outdoor	0.33127618	0.6580343	0.010689598
1175.wav	indoor	0.58730406	0.32501084	0.08768522
1176.wav	outdoor	0.11973207	0.8173126	0.06295531
1177.wav	indoor	0.8677193	0.12679164	0.0054889997
1178.wav	indoor	0.83645475	0.039267	0.12427838
1179.wav	transportation	0.031462606	0.03882254	0.92971486
118.wav	outdoor	0.003938652	0.9864327	0.009628804
1180.wav	indoor	0.7092751	0.27436355	0.016361097
1181.wav	indoor	0.5607754	0.43552104	0.0037033428
1182.wav	transportation	0.29562378	0.3041727	0.40020362
1183.wav	outdoor	0.28195778	0.71653944	0.0015026506
1184.wav	indoor	0.7770516	0.22261481	0.00033371494
1185.wav	outdoor	0.0052143144	0.9926416	0.0021439355
1186.wav	indoor	0.7245394	0.2635094	0.011951332
1187.wav	outdoor	0.08912003	0.7569851	0.15389496
1188.wav	indoor	0.57119364	0.055367667	0.37343866
1189.wav	transportation	0.21643968	0.1642431	0.6193173
119.wav	outdoor	0.012668602	0.9843671	0.0029643383
1190.wav	transportation	0.035987467	0.013231622	0.9507806
1191.wav	transportation	0.0032025925	0.0050023617	0.9917952
1192.wav	outdoor	0.056457378	0.94271934	0.00082311267
1193.wav	outdoor	0.05055657	0.90762395	0.041819487
1194.wav	indoor	0.6747678	0.1958145	0.12941776
1195.wav	transportation	0.2415519	0.16512993	0.5933181
1196.wav	indoor	0.632192	0.3647329	0.00307502
1197.wav	indoor	0.85045403	0.13393052	0.015615362
1198.wav	indoor	0.7096506	0.27851972	0.011829759
1199.wav	outdoor	0.21284957	0.6484431	0.1387074
12.wav	indoor	0.85874575	0.1392149	0.0020393094
120.wav	transportation	0.3157613	0.034718283	0.64952046
1200.wav	indoor	0.744516	0.21690205	0.038581945
1201.wav	transportation	0.07090967	6.532539e-05	0.929025
1202.wav	outdoor	0.118814625	0.87020427	0.010981055
1203.wav	indoor	0.79172117	0.20015506	0.008123806
1204.wav	indoor	0.53031504	0.3297775	0.13990733
1205.wav	indoor	0.5357271	0.39136383	0.072909035
1206.wav	transportation	0.2026124	0.12370069	0.6736868
1207.wav	outdoor	0.25093526	0.40021196	0.3488527
1208.wav	outdoor	0.45105252	0.5407057	0.008241765
1209.wav	outdoor	0.026565742	0.9711164	0.002317766
121.wav	outdoor	0.1408455	0.83325815	0.025896186
1210.wav	outdoor	0.022691233	0.9741948	0.0031138263
1211.wav	indoor	0.68743914	0.22217461	0.0903862
1212.wav	outdoor	0.016626189	0.9831238	0.00025012164
1213.wav	outdoor	0.3875743	0.57264066	0.03978489
1214.wav	indoor	0.8552162	0.14415632	0.0006275559
1215.wav	outdoor	0.065022476	0.8451201	0.08985757
1216.wav	outdoor	0.021436438	0.93695146	0.04161203
1217.wav	outdoor	0.46180964	0.5088453	0.029344967
1218.wav	outdoor	0.00738771	0.99252546	8.6811095e-05
1219.wav	transportation	0.23306735	0.012503172	0.75442946
122.wav	indoor	0.38281336	0.33912906	0.27805766
1220.wav	transportation	0.133338	0.0007799711	0.8658821
1221.wav	outdoor	0.056293476	0.9430839	0.00062281446
1222.wav	indoor	0.7267939	0.2630461	0.010159953
1223.wav	indoor	0.44671154	0.39796197	0.15532641
1224.wav	outdoor	0.018665735	0.95961654	0.021717457
1225.wav	transportation	0.029312208	0.036058586	0.93462914
1226.wav	transportation	0.065824546	0.011966571	0.92220896
1227.wav	transportation	0.13412899	0.2767967	0.5890742
1228.wav	indoor	0.3798824	0.34211662	0.2780009
1229.wav	outdoor	0.3024071	0.6934259	0.0041670864
123.wav	outdoor	0.35771057	0.46912688	0.17316242
1230.wav	indoor	0.6385668	0.34620845	0.015224867
1231.wav	outdoor	0.08460113	0.9149294	0.00046952692
1232.wav	transportation	0.065627106	0.33187172	0.6025013
1233.wav	outdoor	0.09031503	0.87343276	0.03625213
1234.wav	transportation	0.020274134	0.012923454	0.9668023
1235.wav	outdoor	0.046167202	0.9494279	0.004404967
1236.wav	indoor	0.42800006	0.30903742	0.26296267
1237.wav	outdoor	0.14901616	0.8497527	0.0012312026
1238.wav	transportation	0.10396232	0.015761357	0.8802764
1239.wav	indoor	0.52797043	0.4566731	0.015356554
124.wav	indoor	0.78918976	0.17575665	0.035053484
1240.wav	indoor	0.533214	0.43666062	0.030125257
1241.wav	indoor	0.7690908	0.22362366	0.007285569
1242.wav	indoor	0.5185475	0.31409436	0.16735834
1243.wav	outdoor	0.03915131	0.9582822	0.0025665269
1244.wav	indoor	0.6407577	0.33795702	0.021285191
1245.wav	transportation	0.031686902	0.005207948	0.9631051
1246.wav	outdoor	0.07864644	0.90014756	0.02120608
1247.wav	indoor	0.43329468	0.35753003	0.20917518
1248.wav	outdoor	0.36162934	0.5950667	0.0433039
1249.wav	outdoor	0.09347736	0.865689	0.040833507
125.wav	transportation	0.057243306	0.012503056	0.93025386
1250.wav	transportation	0.12983777	0.18062443	0.68953794
1251.wav	outdoor	0.02924567	0.96762437	0.003130091
1252.wav	outdoor	0.028625581	0.94170845	0.029665729
1253.wav	transportation	0.001010022	0.00049343996	0.9984964
1254.wav	transportation	0.00047818944	3.927703e-09	0.9995219
1255.wav	indoor	0.5527924	0.43478173	0.012425853
1256.wav	indoor	0.8664835	0.11917368	0.014342817
1257.wav	indoor	0.60611826	0.30340928	0.09047262
1258.wav	indoor	0.46700233	0.30940735	0.22359022
1259.wav	transportation	0.053764604	0.011093801	0.93514144
126.wav	outdoor	0.15279219	0.48332542	0.3638825
1260.wav	indoor	0.47151804	0.4464686	0.082013205
1261.wav	transportation	0.1880141	0.25632235	0.55566347
1262.wav	outdoor	0.3781444	0.6176021	0.004253484
1263.wav	indoor	0.43543196	0.17398089	0.39058715
1264.wav	indoor	0.8572856	0.13526879	0.00744569
1265.wav	transportation	0.05525284	0.0069976537	0.9377495
1266.wav	outdoor	0.017893087	0.9812911	0.0008155991
1267.wav	transportation	0.22818759	0.058538873	0.7132736
1268.wav	transportation	0.07601278	0.006107511	0.91787976
1269.wav	transportation	0.1428197	0.065558076	0.7916222
127.wav	transportation	0.069268316	0.020571372	0.91016036
1270.wav	indoor	0.5314731	0.4488574	0.019669328
1271.wav	outdoor	0.30130118	0.67242783	0.026270991
1272.wav	outdoor	0.038699932	0.9600671	0.0012328237
1273.wav	outdoor	0.24561024	0.5520705	0.20231935
1274.wav	outdoor	0.035954278	0.96350336	0.00054238073
1275.wav	outdoor	0.09502843	0.52346474	0.38150686
1276.wav	outdoor	0.22532697	0.773403	0.0012699573
1277.wav	indoor	0.71132195	0.28604287	0.0026352596
1278.wav	outdoor	0.2787985	0.4699297	0.25127178
1279.wav	outdoor	0.029579854	0.96075714	0.009662868
128.wav	indoor	0.5751079	0.35779798	0.06709431
1280.wav	outdoor	0.23357582	0.65485704	0.1115671
1281.wav	outdoor	0.101515114	0.8851162	0.013368574
1282.wav	outdoor	0.07924558	0.8448776	0.07587683
1283.wav	indoor	0.6889605	0.052374054	0.2586655
1284.wav	indoor	0.6369289	0.36236307	0.00070796587
1285.wav	transportation	0.12797537	0.41025487	0.46176973
1286.wav	outdoor	0.19149086	0.7845897	0.023919247
1287.wav	indoor	0.47262788	0.3860045	0.14136755
1288.wav	transportation	0.20757017	0.041515343	0.7509145
1289.wav	transportation	0.2583999	0.008134634	0.7334654
129.wav	transportation	0.07873662	0.2597448	0.6615185
1290.wav	outdoor	0.37922242	0.4057353	0.21504238
1291.wav	transportation	0.09067453	0.024906427	0.8844188
1292.wav	transportation	0.025571784	0.007319604	0.9671086
1293.wav	transportation	0.05198758	0.32238382	0.6256284
1294.wav	indoor	0.5554517	0.22666183	0.2178865
1295.wav	indoor	0.5392462	0.09025922	0.3704945
1296.wav	indoor	0.5340633	0.25665197	0.20928457
1297.wav	outdoor	0.014202096	0.98057306	0.0052248836
1298.wav	outdoor	0.17939967	0.7564014	0.064198874
1299.wav	outdoor	0.3876529	0.5076703	0.10467677
13.wav	outdoor	0.0038677093	0.99565804	0.00047443566
130.wav	indoor	0.707986	0.22297268	0.06904125
1300.wav	outdoor	0.04613772	0.802924	0.15093848
1301.wav	indoor	0.7175051	0.15088485	0.13161004
1302.wav	outdoor	0.23622315	0.76084024	0.0029366964
1303.wav	outdoor	0.06635366	0.93311644	0.0005300725
1304.wav	transportation	0.18603732	0.0598899	0.75407284
1305.wav	indoor	0.7640421	0.22913639	0.006821594
1306.wav	outdoor	0.4652164	0.48264208	0.052141495
1307.wav	transportation	0.012074521	0.0046489052	0.9832765
1308.wav	transportation	0.13453719	0.013158357	0.85230446
1309.wav	transportation	0.00064556015	0.00025597948	0.9990984
131.wav	indoor	0.78733224	0.21228552	0.00038226586
1310.wav	outdoor	0.09545915	0.7934977	0.11104325
1311.wav	transportation	0.4211123	0.03444331	0.5444443
1312.wav	indoor	0.5490166	0.4196845	0.031298824
1313.wav	transportation	0.12763706	0.14961408	0.7227489
1314.wav	outdoor	0.01408637	0.98508406	0.0008296288
1315.wav	outdoor	0.00281075	0.99633825	0.0008511312
1316.wav	indoor	0.71479213	0.2742728	0.010935168
1317.wav	transportation	0.0033321003	0.0048567974	0.991811
1318.wav	transportation	0.038954124	0.08493925	0.87610644
1319.wav	outdoor	0.06473919	0.9345217	0.00073915534
132.wav	indoor	0.53096527	0.41775542	0.05127933
1320.wav	outdoor	0.0067126257	0.9921476	0.0011399864
1321.wav	outdoor	0.05591672	0.9395981	0.0044854535
1322.wav	indoor	0.51775795	0.38615772	0.09608436
1323.wav	outdoor	0.18639514	0.8004726	0.013132239
1324.wav	transportation	0.15674056	0.08696051	0.7562991
1325.wav	indoor	0.86575854	0.13011934	0.0041222507
1326.wav	outdoor	0.07039115	0.909301	0.02030779
1327.wav	indoor	0.43336397	0.39724392	0.1693921
1328.wav	transportation	0.09819205	0.098181054	0.8036269
1329.wav	indoor	0.6051689	0.38588995	0.0089412425
133.wav	transportation	0.039443806	0.019895926	0.9406601
1330.wav	indoor	0.8359645	0.16364491	0.00039060175
1331.wav	transportation	0.13261983	0.03726905	0.830111
1332.wav	transportation	0.00032669975	3.305829e-05	0.99964035
1333.wav	indoor	0.53334594	0.075327106	0.39132702
1334.wav	transportation	0.11031091	0.15997264	0.72971654
1335.wav	transportation	0.042363092	0.0012897828	0.9563471
1336.wav	transportation	0.037110962	0.43006524	0.53282374
1337.wav	transportation	0.1416099	0.01475697	0.84363335
1338.wav	transportation	0.14895701	0.007274387	0.8437686
1339.wav	transportation	0.030074745	0.064216666	0.9057085
134.wav	outdoor	0.0799347	0.880511	0.039554223
1340.wav	transportation	0.1949546	0.073168665	0.73187655
1341.wav	indoor	0.5482041	0.4056658	0.0461301
1342.wav	indoor	0.50605327	0.20279196	0.29115468
1343.wav	outdoor	0.006088927	0.99372214	0.00018865702
1344.wav	transportation	0.0647044	0.0027892678	0.93250644
1345.wav	transportation	0.0066096024	0.0037749154	0.98961544
1346.wav	outdoor	0.14776511	0.8279424	0.024292512
1347.wav	indoor	0.66353446	0.28868794	0.04777772
1348.wav	indoor	0.6999623	0.29142433	0.008613438
1349.wav	transportation	0.060915403	0.03964153	0.89944315
135.wav	transportation	0.33724746	0.19556656	0.46718597
1350.wav	outdoor	0.084394604	0.90801847	0.007587059
1351.wav	transportation	0.0231735	0.35498843	0.62183803
1352.wav	outdoor	0.031922393	0.93218917	0.035888337
1353.wav	outdoor	0.204689	0.7705015	0.024809532
1354.wav	indoor	0.8002397	0.1446046	0.055155862
1355.wav	transportation	0.058400493	0.023842439	0.91775686
1356.wav	indoor	0.45273575	0.40220672	0.14505747
1357.wav	indoor	0.5900952	0.40792686	0.001977954
1358.wav	indoor	0.8020047	0.19315927	0.004836104
1359.wav	outdoor	0.12339417	0.86472064	0.011885161
136.wav	indoor	0.64928484	0.27721798	0.07349698
1360.wav	outdoor	0.05923324	0.72304505	0.21772163
1361.wav	indoor	0.5478293	0.43121773	0.020952968
1362.wav	outdoor	0.013141213	0.98141736	0.005441174
1363.wav	outdoor	0.048590768	0.53588444	0.4155249
1364.wav	indoor	0.4473396	0.18054797	0.37211236
1365.wav	outdoor	0.025511872	0.96921694	0.0052712527
1366.wav	indoor	0.5698275	0.32152596	0.10864645
1367.wav	outdoor	0.02633584	0.96840096	0.0052633174
1368.wav	transportation	0.12337097	0.039892145	0.8367368
1369.wav	transportation	0.37135753	0.0963688	0.5322737
137.wav	outdoor	0.15577473	0.83567774	0.008547529
1370.wav	outdoor	0.03902001	0.9117853	0.049194787
1371.wav	transportation	0.13407996	0.0019567858	0.8639633
1372.wav	transportation	1.2758433e-10	2.427594e-09	1.0
1373.wav	outdoor	0.11793765	0.8453395	0.036722787
1374.wav	transportation	0.00013690483	5.245228e-05	0.9998107
1375.wav	indoor	0.5999177	0.11838468	0.28169775
1376.wav	indoor	0.55938363	0.43676788	0.0038484011
1377.wav	outdoor	0.33903655	0.60531205	0.055651255
1378.wav	transportation	0.07195821	0.11869005	0.8093518
1379.wav	outdoor	0.35107353	0.45586985	0.19305667
138.wav	outdoor	0.079651825	0.89653397	0.023814466
1380.wav	outdoor	0.29445004	0.4472763	0.25827363
1381.wav	transportation	0.026876625	0.0012889346	0.97183466
1382.wav	indoor	0.70823294	0.0825402	0.20922682
1383.wav	outdoor	0.2674592	0.7318531	0.0006875726
1384.wav	transportation	0.41035128	0.101437435	0.4882113
1385.wav	outdoor	0.22607985	0.4482172	0.32570294
1386.wav	transportation	0.2043257	0.11284369	0.68283063
1387.wav	indoor	0.88999385	0.02230001	0.087705955
1388.wav	indoor	0.70984155	0.28043985	0.00971854
1389.wav	outdoor	0.15735203	0.8091725	0.033475317
139.wav	outdoor	0.37612876	0.6059914	0.017879859
1390.wav	outdoor	0.015627393	0.9811574	0.0032149567
1391.wav	indoor	0.65793955	0.050153922	0.29190645
1392.wav	outdoor	0.3150959	0.35485882	0.33004537
1393.wav	outdoor	0.47691637	0.49845195	0.02463165
1394.wav	outdoor	0.06242443	0.93479633	0.0027791734
1395.wav	transportation	0.017350392	0.006215112	0.97643435
1396.wav	indoor	0.726944	0.26577008	0.007285863
1397.wav	indoor	0.79029334	0.20927238	0.00043426533
1398.wav	transportation	0.3884229	0.16491431	0.44666266
1399.wav	outdoor	0.0040265564	0.9910158	0.0049576517
14.wav	transportation	0.19843349	0.269988	0.53157866
140.wav	indoor	0.7313186	0.0048285373	0.26385313
1400.wav	outdoor	0.24514988	0.7052313	0.049618803
1401.wav	outdoor	0.09299983	0.822776	0.084223986
1402.wav	indoor	0.621925	0.36887985	0.009195273
1403.wav	transportation	0.078472205	0.04327633	0.87825143
1404.wav	indoor	0.760687	0.09988472	0.13942824
1405.wav	transportation	0.0026053223	0.010167381	0.98722744
1406.wav	indoor	0.86402893	0.12086274	0.015108392
1407.wav	transportation	0.0004242334	0.00028291944	0.999293
1408.wav	outdoor	0.19497839	0.65888727	0.1461345
1409.wav	transportation	0.03417076	8.873876e-05	0.9657405
141.wav	indoor	0.81456864	0.18502405	0.00040737615
1410.wav	indoor	0.6848743	0.30160135	0.013524267
1411.wav	transportation	0.026197549	0.004302871	0.9694997
1412.wav	transportation	0.1566368	0.053287633	0.7900756
1413.wav	outdoor	0.32927358	0.4234759	0.24725036
1414.wav	indoor	0.6167232	0.35414517	0.029131586
1415.wav	transportation	0.0046012844	0.0022165345	0.9931823
1416.wav	outdoor	0.26381496	0.6180084	0.118176535
1417.wav	transportation	0.13302977	0.23713908	0.62983096
1418.wav	transportation	0.08841272	0.008326889	0.9032604
1419.wav	indoor	0.53500026	0.4608356	0.0041642636
142.wav	transportation	4.6725827e-06	2.1425058e-05	0.99997395
1420.wav	indoor	0.49335957	0.4143242	0.092316285
1421.wav	indoor	0.95901793	0.036908142	0.004073691
1422.wav	indoor	0.73549443	0.25494364	0.009561823
1423.wav	outdoor	0.009165764	0.9787097	0.012124461
1424.wav	indoor	0.6068749	0.39242142	0.00070367474
1425.wav	transportation	0.21654108	0.09753415	0.6859249
1426.wav	indoor	0.69524	0.2679906	0.036769398
1427.wav	outdoor	0.017488947	0.9660295	0.016481437
1428.wav	transportation	0.141179	0.14741422	0.71140677
1429.wav	outdoor	0.043599926	0.955766	0.0006342303
143.wav	transportation	0.25646865	0.04497418	0.6985572
1430.wav	outdoor	0.45681024	0.469665	0.07352489
1431.wav	outdoor	0.035903424	0.8197632	0.14433345
1432.wav	transportation	4.19218e-06	6.553512e-05	0.9999302
1433.wav	indoor	0.522274	0.23749092	0.240235
1434.wav	transportation	1.1443644e-05	0.00032133385	0.9996673
1435.wav	transportation	0.0013907512	0.0026073593	0.99600184
1436.wav	outdoor	0.0021979425	0.9964879	0.001314147
